MOFname,linker-SMILES,RDKitLinkerSanity
FUTZAX_clean,['c1(cc(C(=O)[O])cc(C(=O)[O])c1)C(=O)[O]'],True
FUTZEB_clean,['[O]C(=O)c1cc(C(=O)[O])cc(c1)C(=O)[O]'],True
FUTZOK_clean,['C1(=[N]=C(N=C(N(CC(=O)[O])CC(=O)[O])[N]1)N(CC(=O)[O])CC(=O)[O])N(CC(=O)[O])CC(=O)[O]'],False
FUTZOL_clean,['c1(cc(cc(c1)C(=O)[O])C(=O)[O])C(=O)[O]'],True
FUVBAB_clean,['O=C(c1cc(C(=O)[O])cc(c1)C(=O)[O])[O]'],True
FUVBOP_clean,"['c1c(C(=O)[O])c(c(cc1C(=O)[O])C(=O)[O])[O].[CH2].[H].[H].[H].[H]', 'C(=O)([O])c1c(c(cc(C(=O)[O])c1)C(=O)[O])[O]']",True
FUVDEH01_clean,['c1nc2cc3ccccc3cc2[n]1.[C@@]123[C@@H]4[C@@H]5[C@]6([C@H]7[C@@H]1[C@@H]3[C@@H]67)[C@@H]5[C@H]24.[C]1([O])OO1'],True
FUVDEH03_clean,['c1nc2cc3ccccc3cc2[n]1.[C@]123[C@H]4[C@H]5[C@@]6([C@@H]7[C@H]1[C@H]3[C@H]67)[C@H]5[C@@H]24.[C]1([O])OO1'],True
FUVDEH04_clean,['c1nc2cc3c[c]ccc3cc2[n]1.[C@]123[C@@H]4[C@@H]5[C@@]6([C@H]7[C@@H]1[C@@H]3[C@@H]67)[C@@H]5[C@H]24.[C]1([O])OO1.[H]'],True
FUVDEH05_clean,['c1nc2cc3c[c]ccc3cc2[n]1.[C@]123[C@@H]4[C@@H]5[C@@]6([C@H]7[C@@H]1[C@@H]3[C@@H]67)[C@@H]5[C@H]24.[C]1([O])OO1.[H]'],True
FUVDEH06_clean,['c1nc2cc3c[c]ccc3cc2n1c1ccc(cc1)C1(OO1)[O].[H]'],True
FUVDEH07_clean,['c1nc2cc3c[c]ccc3cc2n1c1ccc(cc1)C1(OO1)[O].[H]'],True
FUVDEH08_clean,['c1nc2cc3c[c]ccc3cc2n1c1ccc(cc1)C1(OO1)[O].[H]'],True
FUVDEH09_clean,['c1nc2cc3ccccc3cc2[n]1.[C@@]123[C@@H]4[C@@H]5[C@@]6([C@H]7[C@@H]1[C@@H]3[C@@H]67)[C@@H]5[C@H]24.[C]1([O])OO1'],True
FUVDEH11_clean,['c1nc2cc3ccccc3cc2[n]1.[C@]123[C@H]4[C@H]5[C@@]6([C@@H]7[C@H]1[C@H]3[C@H]67)[C@H]5[C@@H]24.[C]1([O])OO1'],True
FUVDEH12_clean,['c1nc2cc3ccccc3cc2[n]1.[C@]123[C@H]4[C@H]5[C@@]6([C@@H]7[C@H]1[C@H]3[C@H]67)[C@H]5[C@@H]24.[C]1([O])OO1'],True
FUVDEH13_clean,['c1nc2cc3ccccc3cc2[n]1.[C]1[C@H]2[C@@H]([C][C@@H]3[CH][C@H]1[CH]3)[CH][CH]2.[C](=O)O[O]'],True
FUVDEH_clean,['c1nc2cc3ccccc3cc2[n]1.[C@]123[C@H]4[C@H]5[C@@]6([C@@H]7[C@H]1[C@H]3[C@H]67)[C@H]5[C@@H]24.[C]1([O])OO1'],True
FUVFUZ_clean,['c1nc2cc3c[c]ccc3cc2n1c1ccc(cc1)C1(OO1)[O].[H]'],True
FUVGAG01_clean,['c1nc2cc3c[c]ccc3cc2n1c1ccc(cc1)C1(OO1)[O].[H]'],True
FUVGAG02_clean,['c1nc2cc3c[c]ccc3cc2n1c1ccc(cc1)C1(OO1)[O].[H]'],True
FUVGAG_clean,['c1nc2cc3c[c]ccc3cc2n1c1ccc(cc1)C1(OO1)[O].[H]'],True
FUWFIO_clean,['c1(c2ccncc2)nnn[n]1'],True
FUWFOU_clean,['c1nccc(c1)c1n[n]nn1'],True
FUWFUA_clean,"['c1c(c2nnn[n]2)ccnc1', 'O=[C][O].[CH2].[H].[H].[H].[H]']",True
FUWMIU_clean,"['c1(n(C)nnn1)SCCCSc1n(C)nnn1', 'c1(=S)n(C)nn[n]1.C([CH2])[CH2].[CH2][CH2].c1(=S)[n]nnn1C', 'c1(=S)n(C)nn[n]1.[CH2].C([CH2])CSc1n(C)nnn1']",True
FUWQIZ_clean,['C(=O)(c1c[c]cc(C(=O)[O])c1)[O].[C]12[C@@]3([C@]4(N)[C]1[C@]12[C@]2(N)[C]5[C]([C@]12N)[C@@]345)N.[O]C(=O)c1c[c]cc(C(=O)[O])c1'],True
FUWVUP_clean,['c1n(Cc2c(c(Cn3ncnc3)c(c(c2C)Cn2cncn2)C)C)ncn1'],True
FUWXOL_SL,['n1c[nH]c(c2nnn[n]2)c1c1nnn[n]1'],True
FUWYAY_clean,"['n1nn[n]c1N', '[O]S(=O)(=O)[O]']",True
FUXCOS_clean,['C(#N)c1ccc(c2ccc(c3ccc(C#N)s3)s2)s1'],True
FUXWIG_clean,['C1CN(CC[NH2]1)CCN'],True
FUXXIH_clean,"['c1c(C(=C(c2ccc(cc2)C(=O)[O])c2ccc(cc2)C(=O)[O])c2ccc(cc2)C(=O)[O])ccc(c1)C(=O)[O]', '[N]1[C@@H](CCC1)C(=O)[O]', '[C](c1ccc(cc1)[C]=O)(c1ccc(cc1)C(=O)[O])[C](c1ccc(cc1)[C]=O)c1ccc(cc1)C(=O)[O]']",True
FUYCAE_clean,"['[N]123C=C[C@]4([C@@H]5[C@H]1[C@H]3[C@H]45)C=C2.n1c(c2ccc(C(=O)[O])cc2)c[c]cc1c1ccc(C(=O)[O])cc1', 'S(=O)(=O)([O])[O]']",False
FUYCAF_clean,"['[O]c1c([O])cc2c3cc(c(cc3c3cc(c(cc3c2c1)[O])[O])[O])[O]', 'O1OS1=O.O1OS1([O])S1(OO1)[O].O1OS1=O.S1(=O)OO1.O1OS1=O']",True
FUYCIN_clean,['C1(=O)[CH]c2c(c3[CH]C(=O)C(=O)[CH]c3c3[CH]C(=O)C(=O)[CH]c23)[CH]C1=O'],True
FUYKER_clean,['c1cncc(C2=N[C](c3ccc(cc3)C(=O)[O])N[N]2)n1'],True
FUYYAA_clean,"['c1(c2ccccn2)c(C(=O)[O])cccn1', 'C(=O)([O])C(=O)[O]']",True
FUZKAN_clean,"['C(=O)(c1cc(C(=O)[O])cc(c1)C(=O)[O])[O]', 'c1ncccc1C[NH2]CCCC[NH2]Cc1cccnc1']",True
FUZPUN_clean,['C(=O)(c1cccnc1)NN'],True
GABGOI_clean,"['n1cn(cc1)CCC[N][C@H]([C@@H]([N])[CH][CH])[CH][CH]', 'n1ccn(c1)CCCn1ccnc1', 'c1c(C(=O)[O])cc(C(=O)[O])cc1C(=O)[O]']",True
GABYUG_clean,['c1(c2cc[c]cc2)nnn[n]1.[C]1(NN[C]1[O])[O].n1nc([n]n1)c1cc[c]cc1'],True
GACBOE_clean,['c1c(cc(cc1c1ccc(C(=O)[O])c(c1)c1cc(C(=O)[O])cc(C(=O)[O])c1)C(=O)[O])C(=O)[O]'],True
GACPUX_clean,"['C(=O)([C@H](c1ccccc1)[O])[O]', 'O=C([O])c1ccc(cc1)c1ccc(cc1)C(=O)[O]']",True
GACQAE_clean,"['O=C([O])c1ccc2c(c1)ccc(c2)C(=O)[O]', 'C(=O)([C@H](c1ccccc1)[O])[O]']",True
GACVIS_clean,['c1(cc(cc(C(=O)[O])c1)C(=O)[O])C(=O)[O]'],True
GADDOH_clean,['Clc1c(c(C(=O)[O])c(c(Cl)c1C(=O)[O])Cl)Cl'],True
GADFAV_clean,['C(=O)(c1c(c(c(C(=O)[O])c(c1Cl)Cl)Cl)Cl)[O]'],True
GADHIF_clean,"['C(=O)(c1ccc(cc1)/N=N/c1ccc(C(=O)[O])cc1)[O]', 'C(=O)(c1cccc(C(=O)Nc2ccncc2)n1)Nc1ccncc1']",True
GADMAA01_clean,['O=C([O])COCC(=O)[O]'],True
GADMAA_clean,['[O]C(=O)COCC(=O)[O]'],True
GADNUX_clean,"['n1[nH]c(nc1c1cc(cc(c1)C(=O)[O])C(=O)[O])c1cc(cc(c1)C(=O)[O])C(=O)[O]', '[C@@H]1(c2cc(cc(c2)C(=O)[O])C(=O)[O])NNC(=N1)c1cc(cc(c1)C(=O)[O])C(=O)[O]']",True
GADRAH_clean,['c1(cc(cc(c1)C(=O)[O])C(=O)[O])C(=O)[O]'],True
GAFROX_clean,['[O]C(=O)c1cc(C(=O)[O])cc(c2cccc(c2N)c2cc(cc(C(=O)[O])c2)C(=O)[O])c1'],True
GAFRUD_clean,['O=C(c1cc(C(=O)[O])cc(c2cccc(c3cc(C(=O)[O])cc(C(=O)[O])c3)c2N)c1)[O]'],True
GAGQAI_clean,['c1(c2cc(c3n[n]nn3)cc(c3nnn[n]3)c2)nnn[n]1'],True
GAGSUF_clean,['[O]C(=O)c1cc(C(=O)[O])cc(C(=O)[O])c1'],True
GAGTAM_clean,['O=C(c1cc(cc(C(=O)[O])c1)C(=O)[O])[O]'],True
GAGTEQ_clean,['C(=O)([O])c1cc(cc(C(=O)[O])c1)C(=O)[O]'],True
GAGXAP_clean,['N(CC(=O)[O])(CC(=O)[O])c1ccc(cc1)C(=O)[O]'],True
GAGZEV_clean,['c1c(C(=O)[O])cc(C#Cc2ccc(C#Cc3cc(cc(C#Cc4ccc(C#Cc5cc(cc(C(=O)[O])c5)C(=O)[O])cc4)c3)C#Cc3ccc(cc3)C#Cc3cc(C(=O)[O])cc(C(=O)[O])c3)cc2)cc1C(=O)[O]'],True
GAHSEQ_clean,"['COc1cc2c(cc1OC)c(c1cc(c(OC)cc1c2c1ccc(cc1)/C=C/C(=O)[O])OC)c1ccc(cc1)/C=C/C(=O)[O]', 'O.[OH].O.[H]']",True
GAHWIX_clean,['C(=O)(Nc1ccc(cc1)C(=O)[O])c1cc(cc(C(=O)Nc2ccc(C(=O)[O])cc2)c1)C(=O)Nc1ccc(cc1)C(=O)[O]'],True
GAJTOC_clean,['O=C([O])c1cnc(SSc2ccc(C(=O)[O])cn2)cc1'],True
GAJTUI_clean,['O=C([O])c1ccc(SSc2ccc(cn2)C(=O)[O])nc1'],True
GAJVAQ_clean,['[O]C(=O)c1cnc(cc1)SSc1ccc(cn1)C(=O)[O]'],True
GAJYUN_clean,['P(=O)(CN1CCC(CC1)C(=O)[O])([O])[O]'],True
GAJZAU_clean,['P(=O)(CN1CCC(CC1)C(=O)[O])([O])[O]'],True
GAJZEY_clean,['P(=O)(CN1CCC(CC1)C(=O)[O])([O])[O]'],True
GAJZIC_clean,['P(=O)(CN1CCC(CC1)C(=O)[O])([O])[O]'],True
GAJZOI_clean,['P(=O)(CN1CCC(CC1)C(=O)[O])([O])[O]'],True
GAJZUO_clean,['P(=O)(CN1CCC(CC1)C(=O)[O])([O])[O]'],True
GAKBAX_clean,['P(=O)(CN1CCC(CC1)C(=O)[O])([O])[O]'],True
GALCAZ_clean,['n1cc(ccc1c1ccncc1)C(=O)[O]'],True
GALFAB_clean,"['c1cc(ccn1)SCC(=O)CSc1ccncc1', 'S(c1ccncc1)[C]1[C@]23[C@]4([C]([C@@]24[O])Sc2ccncc2)[C@@]13[O]', 'N#C[S]']",True
GALJAG_clean,['O=C([O])c1ccc(cc1)c1ccc(cc1)C(=O)[O]'],True
GAMFEI_clean,['c1(c(n2c(=O)c3c4c(c2=O)ccc2c4c(c(=O)n(c2=O)c2c(n[n]c2C)C)cc3)c([n]n1)C)C'],True
GAMSOD_clean,['S(Cc1nccnc1)Cc1nccnc1'],True
GAMTAQ_clean,['c1(cc(cc(c1)CC(=O)[O])CC(=O)[O])CC(=O)[O]'],True
GAMTIY_clean,['c1(cc(cc(c1)CC(=O)[O])CC(=O)[O])CC(=O)[O]'],True
GAMXAV_clean,['[O]C(=O)c1cc(C(=O)[O])cc(c1)/C/1=C/2\\C=CC(=N2)/C=c/2\\[n]/c(=C(/c3cc(C(=O)[O])cc(C(=O)[O])c3)\\C3=N/C(=C/c4ccc1[n]4)/C=C3)/cc2'],True
GAPDEH_clean,['C(=O)(c1cc(cc(c1)C(=O)[O])N(=O)=O)[O]'],True
GAPDUX_clean,['O=C([O])CC(=O)[O]'],True
GAPMUI_clean,['[C@H]1(C[C@@H](C[C@@H](C1)C(=O)[O])C(=O)[O])C(=O)[O]'],True
GAPNOD_clean,['c1(cc(c(cc1)C(=O)[O])C(=O)[O])c1cc(c(cc1)C(=O)[O])C(=O)[O]'],True
GAQKOB_clean,['c1(cc(cc(c1)C(=O)[O])C(=O)[O])CN1C=C[C@H](C=C1)c1ccncc1'],True
GAQYIH_clean,['C1N2CN3CN1CN(C2)C3'],True
GARLAP_clean,['N(Cc1ccc(C(=O)[O])cc1)(Cc1ccc(C(=O)[O])cc1)c1cc(C(=O)[O])cc(c1)C(=O)[O]'],True
GARLET_clean,['N(c1cc(C(=O)[O])cc(c1)C(=O)[O])(Cc1ccc(cc1)C(=O)[O])Cc1ccc(cc1)C(=O)[O]'],True
GARLIX_clean,['N(c1cc(C(=O)[O])cc(c1)C(=O)[O])(Cc1ccc(C(=O)[O])cc1)Cc1ccc(C(=O)[O])cc1'],True
GARLOD_clean,['N(c1cc(cc(c1)C(=O)[O])C(=O)[O])(Cc1ccc(cc1)C(=O)[O])Cc1ccc(C(=O)[O])cc1'],True
GARLUJ_clean,['N(c1cc(cc(c1)C(=O)[O])C(=O)[O])(Cc1ccc(C(=O)[O])cc1)Cc1ccc(cc1)C(=O)[O]'],True
GARMAQ_clean,['N(Cc1ccc(cc1)C(=O)[O])(c1cc(cc(c1)C(=O)[O])C(=O)[O])Cc1ccc(C(=O)[O])cc1'],True
GARPAR_clean,['c1ccc(cn1)C#Cc1cnccc1'],True
GARQAU_clean,['c1(ccc(C(=O)[O])cc1)c1c(C)n[nH]c1C'],True
GARSUQ_clean,['c1c(ccc(Cn2c(cc(C(=O)[O])n2)C(=O)[O])c1)C(=O)[O]'],True
GARTAX_clean,['c1cc(Cn2c(C(=O)[O])cc(C(=O)[O])n2)ccc1C(=O)[O]'],True
GARTEB_clean,['C(c1ccc(C(=O)[O])cc1)n1c(C(=O)[O])cc(C(=O)[O])n1'],True
GARTIF_clean,['c1c(C(=O)[O])n(Cc2ccc(C(=O)[O])cc2)nc1C(=O)[O]'],True
GASSEB_clean,['[CH2][C](C)[C@@H](C(=O)[O])N[CH]c1ccncc1'],True
GASSUR_clean,['c1nccn1c1cc(ccc1C(=O)[O])C(=O)[O]'],True
GATHAL_clean,['c1(C(=O)[O])ccc(C(=O)[O])cc1'],True
GAVYAG_clean,"['c1(nnn[n]1)N', 'c12cc(C(=O)[O])ccc2cc(C(=O)[O])cc1']",True
GAWCUF_clean,"['[O]C(=O)c1ccc(C(=O)[O])cc1', 'c1n(CCCn2c(C)ncc2)c(C)nc1']",True
GAWJEV_clean,"['O=C([O])c1ccc(C(=O)[O])c(c2c(C(=O)[O])ccc(c2)C(=O)[O])[c]1', 'O=C(c1[c]cc(C(=O)[O])cc1c1cc(C(=O)[O])c[c]c1C(=O)[O])[O]']",True
GAWKEW_clean,"['P(=O)([O])([O])[O]', 'c1nnc[n]1']",True
GAWLIB_clean,['[O]C(=O)c1c(cc(cc1)C(c1cc(c(cc1)C(=O)[O])C(=O)[O])(C(F)(F)F)C(F)(F)F)C(=O)[O]'],True
GAWMAU_clean,"['[N]1=C([N]C(=NC=1N(CC(=O)[O])CC(=O)[O])N(CC(=O)[O])CC(=O)[O])N(CC(=O)[O])CC(=O)[O]', 'NCCN']",False
GAWMOI_clean,['[O]C(=O)[C@H]([C@H]([O])[C@@H]([C@@H]([O])C(=O)[O])[O])[O]'],True
GAWMOJ_clean,['c1c(C(=O)[O])ccc(c1)OCC(COc1ccc(cc1)C(=O)[O])(COc1ccc(C(=O)[O])cc1)COc1ccc(C(=O)[O])cc1'],True
GAXDIS10_clean,"['[C]#N', '[C]#[C]']",True
GAXGOD_clean,"['[O]C(=O)c1ccc(cc1)Oc1ccc(C(=O)[O])cc1', 'n1cccc2c1c1ncccc1cc2']",True
GAXKOH_clean,['O=C([O])c1cc(ccc1)c1ccncc1'],True
GAXQIH_clean,"['c1[nH]c2cc(C(=O)[O])c(C(=O)[O])cc2n1', 'n1ccc(cc1)C1=N[C](N[N]1)c1ccncc1']",True
GAXVUY_clean,['c1cc(ccc1C(=O)[O])C(=O)[O]'],True
GAXWAF_clean,['c1cc(ccc1C(=O)[O])C(=O)[O]'],True
GAXWEJ_clean,['C(=O)(c1ccc(cc1)C(=O)[O])[O]'],True
GAYFUJ_clean,['c1n[n]cc1c1cn[n]c1'],True
GAYGAQ_clean_h,['c1c(cn[n]1)c1c[n]nc1'],True
GAYPED_clean,['O=C([O])c1cc(cc(C(=O)[O])c1)/C/1=C/2\\C=CC(=N2)/C(=c\\2/cc/c(=C(/C3=N/C(=C(\\c4ccc1[n]4)/c1cc(C(=O)[O])cc(c1)C(=O)[O])/C=C3)\\c1cc(C(=O)[O])cc(c1)C(=O)[O])/[n]2)/c1cc(C(=O)[O])cc(c1)C(=O)[O]'],True
GAZLAW_clean,['C1[C@@H]([C@H]([C@H](C[C@@]1(C(=O)[O])O)O)O)O'],True
GEBCAT_clean,['O=C([O])CC([O])(CC(=O)[O])C(=O)O'],True
GEBPEK_clean,['[CH]1/C=C\\C=C(/C=C\\[C@@H](/C=C\\1/C(=O)[O])[C])\\C(=O)[O]'],True
GEDDAW_clean,"['c1cc(cc(C(=O)[O])c1)C(=O)[O]', 'O=S(=O)([O])[O]']",True
GEDDEA_clean,"['C(=O)([O])c1cc(ccc1)C(=O)[O]', 'CS(=O)C', 'O=S(=O)([O])[O]']",True
GEDLIM_clean,['n1nc(n(c2ccc(C(=O)[O])cc2)c1)C'],True
GEDPAH_clean,"['C(=O)([C@H]([C@@H](C)O[P@](=O)([O])O)[NH3])[O]', 'OO.[H]']",True
GEDQIR_clean,['C(=O)(c1ccc(cc1)[CH][N]c1cc(C(=O)[O])cc(c1)C(=O)[O])[O]'],True
GEDQOX_clean,['C(=O)(c1ccc(cc1)[CH][N]c1cc(C(=O)[O])cc(c1)C(=O)[O])[O]'],True
GEDRAK_clean,['C(=O)(c1ccc(cc1)/C=N/c1cc(C(=O)[O])cc(c1)C(=O)[O])[O]'],True
GEDREO_clean,"['O=C([O])c1ccc(cc1)/C=N/c1cc(C(=O)[O])cc(c1)C(=O)[O]', 'C1=N[CH]C=N1']",True
GEDROY_clean,['C(=O)(c1ccc(cc1)[CH][N]c1cc(C(=O)[O])cc(c1)C(=O)[O])[O]'],True
GEDRUE_clean,['C(=O)(c1ccc(cc1)/C=N/c1cc(C(=O)[O])cc(c1)C(=O)[O])[O]'],True
GEDSAL_clean,['C(=O)(c1ccc(cc1)/C=N/c1cc(C(=O)[O])cc(c1)C(=O)[O])[O]'],True
GEDSEP_clean,"['[O]C(=O)c1ccc(cc1)/C=N/c1cc(C(=O)[O])cc(c1)C(=O)[O]', 'N1=C[N]N[C]1[N]']",True
GEDSOZ_clean,['C(=O)(c1ccc(cc1)/C=N/c1cc(C(=O)[O])cc(c1)C(=O)[O])[O]'],True
GEDSUF_clean,"['N(=C\\c1ccc(C(=O)[O])cc1)/c1cc(cc(c1)C(=O)[O])C(=O)[O]', 'n1ccccc1']",True
GEDTAM_clean,['C(=O)(c1ccc(cc1)[CH][N]c1cc(C(=O)[O])cc(c1)C(=O)[O])[O]'],True
GEFFUT_clean,"['c1c(C(=O)[O])cc(cc1C(=O)[O])C(=O)[O]', 'c1(c2nc3c(cccc3)[nH]2)nc2ccccc2[nH]1', 'c12[n]c(c3nc4ccccc4[nH]3)nc1cccc2']",True
GEFYUN_clean,['P(c1cc(P(c2ccccc2)c2ccccc2)cc(c1)c1ccncc1)(c1ccccc1)c1ccccc1'],True
GEFZAU_clean,['P(c1cc(c2ccncc2)cc(P(c2ccccc2)c2ccccc2)c1)(c1ccccc1)c1ccccc1'],True
GEGBEB_clean,"['N(Cc1nc2ccccc2n1Cc1cccnc1)(Cc1nc2ccccc2n1Cc1cccnc1)Cc1nc2ccccc2n1Cc1cccnc1', 'N#CC']",True
GEGBOL_clean,"['N(Cc1nc2ccccc2n1Cc1cccnc1)(Cc1nc2ccccc2n1Cc1cccnc1)Cc1nc2ccccc2n1Cc1cccnc1', 'N#CC']",True
GEGDED_clean,['O(c1cc(C(=O)[O])cc(C(=O)[O])c1)CC(COc1cc(cc(c1)C(=O)[O])C(=O)[O])(COc1cc(cc(C(=O)[O])c1)C(=O)[O])COc1cc(cc(C(=O)[O])c1)C(=O)[O]'],True
GEGGEG01_clean,['C(=O)(c1cc(ccc1C(=O)[O])c1cc(c(cc1)C(=O)[O])C(=O)[O])[O]'],True
GEGGIK01_clean,['C(=O)(c1cc(ccc1C(=O)[O])c1ccc(c(c1)C(=O)[O])C(=O)[O])[O]'],True
GEGGIK_clean,['C(=O)(c1cc(ccc1C(=O)[O])c1ccc(c(c1)C(=O)[O])C(=O)[O])[O]'],True
GEGGUW_clean,['C(=O)(c1cc(ccc1C(=O)[O])c1ccc(c(c1)C(=O)[O])C(=O)[O])[O]'],True
GEGHAD_clean,['C(=O)(c1cc(ccc1C(=O)[O])c1ccc(c(c1)C(=O)[O])C(=O)[O])[O]'],True
GEGSIW_clean,"['n1(cnnc1)c1cc(C(=O)[O])cc(C(=O)[O])c1', 'O=C(c1cc(cc(C(=O)[O])c1)n1[c]nn[c]1)[O]']",True
GEGWAS_clean,['c1ccc(nc1C(=O)[O])C(=O)[O]'],True
GEHSAN_clean,"['C1N2CN3CN(CN1C3)C2', '[C]#N']",True
GEJJEL01_clean,"['O=C([O])CCC(=O)[O]', '[O]C(=O)[C][C]C(=O)[O]']",True
GEKVEZ_clean,"['OC', 'N#[C]']",True
GELJAJ_clean,"['c1(ccncc1)CCCc1ccncc1', '[O]S(=O)(=O)[O]']",True
GELVEZ01_clean,['[O]c1c(cc(C(=O)[O])cc1O)O'],True
GELVEZ02_clean,['c1c(O)c([O])c(O)cc1C(=O)[O]'],True
GELVEZ_clean,['c1(O)cc(cc(O)c1[O])C(=O)[O]'],True
GEPDEM_clean,"['C(Cn1cncn1)n1cncn1', 'O=C([O])c1c(cc(c(C(=O)[O])c1)C(=O)[O])C(=O)[O]']",True
GEPDIQ_clean,"['C(=O)(COc1cccc2c1cccc2OCC(=O)[O])[O]', 'c1nccn1c1cc(cc(c1)n1ccnc1)n1cncc1']",True
GERNOI_clean,"['C(=O)([C@@H](C)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)C(=O)[O])C(=O)N[C@H](C)C(=O)[O])[O]', 'c1cnccc1c1ccncc1']",True
GERPUP_clean,['[O]C(=O)COCC(=O)[O]'],True
GERWEH_clean,['[Si](c1cc(C(=O)[O])cc(c1)C(=O)[O])(c1cc(C(=O)[O])cc(c1)C(=O)[O])(c1cc(C(=O)[O])cc(c1)C(=O)[O])c1cc(C(=O)[O])cc(c1)C(=O)[O]'],True
GESDUF_clean,['C(=O)(c1ccc(cc1)c1c2cc(c(cc2c(c2c[c]c([C]=O)cc2)c2cc(c(cc12)OC)OC)OC)OC)[O].[O].[H]'],True
GESFAN_clean,['C(=O)(c1ccc(cc1)c1c2cc(c(cc2c(c2c[c]c([C]=O)cc2)c2c1cc(c(c2)OC)OC)OC)OC)[O].[O].[H]'],True
GETXEK_clean,"['C(=O)(c1ccc(cc1)c1ccccc1C(=O)[O])[O]', 'c1cc(ccn1)CCc1ccncc1']",True
GEVKID_clean,['O=C([O])[C@H]1CC[C@H](C(=O)[O])CC1'],True
GEVXIQ_clean,['c1(c(C(=O)[O])cc(C(=O)[O])c(C(=O)[O])c1)C(=O)[O]'],True
GEWXAJ_clean,"['n1cn(N)cn1', 'O=C(c1cc(C(=O)[O])ccc1)[O]']",True
GEZRAG_clean,"['c1cc(ccn1)C(C[O])(C[O])C[O]', '[C](C[O])(C[O])C[O].[C][C@@H]1[CH][CH][C@H]([CH][CH]1)[C@@H]1[C@@H]2[CH][C@H]3[N@]42[C@@H]1[C@@H]34', 'C(=O)(C)[O]']",False
GEZYOB_clean,"['[O]P(=O)[O]', '[O][P@H](=O)O']",True
GIDKOU_clean,"['O=C([C]1C(=NC=N1)C(=O)[O])O', 'O=C([O])c1c(C(=O)[O])[n]cn1']",True
GIFFAE_clean,['[O]C(=O)c1c(C(=O)[O])nn[n]1'],True
GIFFEI_clean,['[O]C(=O)c1c(C(=O)[O])nn[n]1'],True
GIFKEL_clean,"['C(CCCCC[N])N.[H].[H]', '[C]#N']",True
GIFSOF_clean,"['N1=C[N]N([CH]1)Cc1c(c(CN2[CH]N=C[N]2)c(c(c1C)CN1[N]C=N[CH]1)C)C', '[O]C(=O)c1cccc(C(=O)[O])c1', 'O=S(=O)([O])[O]']",True
GIHPAQ_clean,['n1ccc(cc1)/C=C/c1ccncc1'],True
GIHPEU_clean,['n1ccc(cc1)/C=C/c1ccncc1'],True
GIJXAA_clean,"['[C@@H]1([C@@]2(C=C[C@@H]3C(=O)OC(=O)C4=C[CH][C@]([CH])([C@@H]([CH])[C]1C(=O)[O])[C]2[C@H]34)[CH])[CH]', 'n1ncoc1']",True
GIKMOD01_clean,['O=C(c1cc(cc(c1)C(=O)[O])S([O])([O])[O])[O]'],True
GIKMOD02_clean,['C(=O)([O])c1cc(C(=O)[O])cc(S([O])([O])[O])c1'],True
GIKMOD03_clean,['C(=O)([O])c1cc(C(=O)[O])cc(S([O])([O])[O])c1'],True
GIKMOD04_clean,['C(=O)([O])c1cc(C(=O)[O])cc(S([O])([O])[O])c1'],True
GIKMOD05_clean,['C(=O)([O])c1cc(C(=O)[O])cc(S([O])([O])[O])c1'],True
GIKMOD06_clean,['C(=O)([O])c1cc(C(=O)[O])cc(S([O])([O])[O])c1'],True
GIKMOD08_clean,['C(=O)([O])c1cc(C(=O)[O])cc(S([O])([O])[O])c1'],True
GIKMOD09_clean,['C(=O)([O])c1cc(C(=O)[O])cc(S([O])([O])[O])c1'],True
GIKMOD10_clean,['C(=O)([O])c1cc(C(=O)[O])cc(S([O])([O])[O])c1'],True
GIKMOD11_clean,['C(=O)([O])c1cc(C(=O)[O])cc(S([O])([O])[O])c1'],True
GIKMOD12_clean,['C(=O)([O])c1cc(C(=O)[O])cc(S([O])([O])[O])c1'],True
GIKMOD_clean,['[O]S([O])([O])c1cc(C(=O)[O])cc(C(=O)[O])c1'],True
GIKQIC_clean,"['c1cc(ccn1)c1nnc(c2ccncc2)n1N', 'O=S(=O)([O])[O]']",True
GIMHAM_clean,['c1cncc(CSCc2ccncc2)n1'],True
GIMSIG_clean,"['c1(ccncc1)C(=O)[O]', 'O=S(=O)([O])[O]']",True
GIMSUS_clean,['c1(ccncc1)C(=O)[O]'],True
GIMVAA_clean,['C1=[N]=CN=N1'],False
GINLIA_clean,['Clc1cc2c(cc(c(c2cc1)c1c2ccc(Cl)cc2c(cc1OCC)c1cc(C(=O)[O])cc(c1)C(=O)[O])OCC)c1cc([c]c(C(=O)[O])c1)C(=O)[O]'],True
GIQXIO_clean,['P(=O)([O])([O])C(P(=O)([O])[O])(O)C'],True
GIQXOU_clean,['P(=O)([O])([O])C(P(=O)([O])[O])(O)C'],True
GIQXUA_clean,['P(=O)([O])([O])C(P(=O)([O])[O])(O)C'],True
GIQYAH_clean,['P(=O)([O])([O])C(P(=O)([O])[O])(O)C'],True
GIQYEL_clean,['P(=O)([O])([O])C(P(=O)([O])[O])(O)C'],True
GIQYOV_clean,['P(=O)(C(P(=O)([O])[O])(C)O)([O])[O]'],True
GIQYUB_clean,['P(=O)([O])([O])C(P(=O)([O])[O])(O)C'],True
GIQZIQ_clean,['c1c(ccc2cc(ccc12)C(=O)[O])C(=O)[O]'],True
GIRDUI_clean,"['[O]C(=O)c1ncc(cc1C(=O)[O])CC', 'c1cc(ccn1)/C=C/c1ccncc1']",True
