,MOFname,cp,edge_group_selfie,node_selfie,topo,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens,edge_smile
676,sod_N115_edge146996,0.8488391849573411,[:0carboxylic_acid][Ring1][C][C][=C][Branch][C][=C][Branch][C][Branch][:1carboxylic_acid][pop][=N][FrH0][pop][Ring1][Ring2][pop][FrH0][pop],[Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][=C],sod,"[12, 68, 61, 61, 52, 60, 61, 52, 60, 61, 60, 27, 72, 53, 64, 72, 68, 69, 72, 64, 72]",21,[Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][=C][&&][sod],"[34, 22, 48, 23, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 20, 55, 48, 54, 45, 48, 22, 20, 22, 34, 48, 54, 7, 4, 95]",39,[:0carboxylic_acid][Ring1][C][C][=C][Branch][C][=C][Branch][C][Branch][:1carboxylic_acid][pop][=N][FrH0][pop][Ring1][Ring2][pop][FrH0][pop][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][=C][&&][sod],"[16, 110, 75, 75, 58, 74, 75, 58, 74, 75, 74, 31, 148, 59, 89, 148, 110, 111, 148, 89, 148, 8, 90, 75, 104, 76, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 72, 111, 104, 110, 101, 104, 75, 72, 75, 90, 104, 110, 58, 6, 153]",62,O=C(O)CC1=C([Fr])C=C1C(=N[Fr])C(=O)O
677,cag_N304_edge107999,0.7844138870881434,[:0O_nitrile][C][C][=Branch][=C][C][=C][C][Branch][O][FrH0][pop][C][O][pop][FrH0][pop],[O][=C][Branch1][C][Fr][O][Yb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O],cag,"[6, 61, 61, 51, 52, 61, 52, 61, 60, 66, 64, 72, 61, 66, 72, 64, 72]",17,[O][=C][Branch1][C][Fr][O][Yb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][cag],"[48, 7, 20, 22, 34, 48, 64, 20, 1, 48, 22, 20, 22, 34, 9, 20, 1, 48, 22, 20, 22, 34, 9, 48, 22, 20, 22, 34, 9, 4, 71]",31,[:0O_nitrile][C][C][=Branch][=C][C][=C][C][Branch][O][FrH0][pop][C][O][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Yb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][cag],"[10, 75, 75, 57, 58, 75, 58, 75, 74, 104, 89, 148, 75, 104, 148, 89, 148, 8, 104, 58, 72, 75, 90, 104, 121, 72, 1, 104, 75, 72, 75, 90, 60, 72, 1, 104, 75, 72, 75, 90, 60, 104, 75, 72, 75, 90, 60, 6, 128]",50,N#COC([Fr])=CC=CC(CO)O[Fr]
678,neb_N371_edge179468,0.8742748634881702,[FrH0][C][Branch][:5benzenealcohol][Branch][FrH0][pop][Ring2][C][C][Ring1][=Branch][pop][pop][O][C],[Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring1][P],neb,"[64, 61, 60, 46, 60, 64, 72, 69, 61, 61, 68, 51, 72, 72, 66, 61]",16,[Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring1][P][&&][neb],"[34, 22, 48, 65, 48, 22, 20, 22, 34, 48, 65, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 48, 54, 49, 4, 89]",36,[FrH0][C][Branch][:5benzenealcohol][Branch][FrH0][pop][Ring2][C][C][Ring1][=Branch][pop][pop][O][C][.][Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring1][P][&&][neb],"[89, 75, 74, 50, 74, 89, 148, 111, 75, 75, 110, 57, 148, 148, 104, 75, 8, 90, 75, 104, 122, 104, 75, 72, 75, 90, 104, 122, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 104, 110, 105, 6, 146]",54,COC([Fr])Oc1ccc([Fr])c2c1CC2
679,eta_N611_edge65864,0.7520105861551669,[S][=C][C][N][Branch][N][Branch][N][N][Branch][C][Branch][C][=S][pop][Branch][FrH0][pop][Ring1][=Branch][pop][C][=S][pop][C][=S][pop][FrH0],[BrH0][Cu][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1],eta,"[71, 52, 61, 65, 60, 65, 60, 65, 65, 60, 61, 60, 61, 58, 72, 60, 64, 72, 68, 51, 72, 61, 58, 72, 61, 58, 72, 64]",28,[BrH0][Cu][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][eta],"[19, 28, 20, 45, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 4, 79]",41,[S][=C][C][N][Branch][N][Branch][N][N][Branch][C][Branch][C][=S][pop][Branch][FrH0][pop][Ring1][=Branch][pop][C][=S][pop][C][=S][pop][FrH0][.][BrH0][Cu][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][eta],"[113, 58, 75, 101, 74, 101, 74, 101, 101, 74, 75, 74, 75, 64, 148, 74, 89, 148, 110, 57, 148, 75, 64, 148, 75, 64, 148, 89, 8, 70, 82, 72, 101, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 6, 136]",71,S=CC1N([Fr])N(C=S)NN(C=S)C1([Fr])C=S
680,dia-f_N493_edge71905,0.6626192510760368,[Cl][C][C][Branch][N][N][C][Branch][:1methyl_amine][Ring1][FrH0][pop][pop][Ring1][Branch][pop][FrH0],[Fr][C][O][Cd][Branch2][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Cd][Branch1][Branch1][O][Ring2][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch2],dia-f,"[62, 61, 61, 60, 65, 65, 61, 60, 29, 68, 64, 72, 72, 68, 60, 72, 64]",17,[Fr][C][O][Cd][Branch2][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Cd][Branch1][Branch1][O][Ring2][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch2][&&][dia-f],"[34, 22, 48, 23, 21, 54, 2, 48, 22, 20, 22, 34, 48, 23, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 48, 22, 20, 22, 34, 48, 54, 7, 48, 22, 20, 22, 34, 48, 23, 20, 20, 48, 55, 54, 5, 48, 22, 20, 22, 34, 48, 55, 54, 21, 4, 75]",56,[Cl][C][C][Branch][N][N][C][Branch][:1methyl_amine][Ring1][FrH0][pop][pop][Ring1][Branch][pop][FrH0][.][Fr][C][O][Cd][Branch2][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Cd][Branch1][Branch1][O][Ring2][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch2][&&][dia-f],"[79, 75, 75, 74, 101, 101, 75, 74, 33, 110, 89, 148, 148, 110, 74, 148, 89, 8, 90, 75, 104, 76, 73, 110, 2, 104, 75, 72, 75, 90, 104, 76, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 104, 75, 72, 75, 90, 104, 110, 58, 104, 75, 72, 75, 90, 104, 76, 72, 72, 104, 111, 110, 55, 104, 75, 72, 75, 90, 104, 111, 110, 73, 6, 132]",75,ClC1C([Fr])NNC1CN[Fr]
681,pcu_N173_edge157286,0.6964948848266699,[N][C][=C][C][Branch][C][Branch][FrH0][pop][Ring1][Ring2][pop][=C][C][Branch][FrH0][pop][N],[Fr][C][O][Gd][Branch1][Ring2][O][Ring1][Ring2][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1],pcu,"[65, 61, 52, 61, 60, 61, 60, 64, 72, 68, 69, 72, 52, 61, 60, 64, 72, 65]",18,[Fr][C][O][Gd][Branch1][Ring2][O][Ring1][Ring2][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][pcu],"[34, 22, 48, 35, 20, 55, 48, 54, 55, 48, 22, 20, 22, 34, 48, 35, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 3, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 54, 48, 22, 20, 22, 34, 48, 55, 54, 1, 4, 90]",58,[N][C][=C][C][Branch][C][Branch][FrH0][pop][Ring1][Ring2][pop][=C][C][Branch][FrH0][pop][N][.][Fr][C][O][Gd][Branch1][Ring2][O][Ring1][Ring2][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][pcu],"[101, 75, 58, 75, 74, 75, 74, 89, 148, 110, 111, 148, 58, 75, 74, 89, 148, 101, 8, 90, 75, 104, 91, 72, 111, 104, 110, 111, 104, 75, 72, 75, 90, 104, 91, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 4, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 110, 104, 75, 72, 75, 90, 104, 111, 110, 1, 6, 147]",78,NC1=CC(=CC(N)[Fr])C1[Fr]
682,bcg_N348_edge57491,0.8005575941639244,[F][C][N][C][Branch][C][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][F][pop][F][pop][Branch][FrH0][pop][F],[Fr][C][O][Fe][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch1][Branch2][=Branch1][Branch1][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch2][Ring2][=N][O][Fe][Branch1][Branch1][O][Ring2][Ring1][Ring1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring2][O][Ring2][Ring2][C][O][Ring2][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring2][Branch1],bcg,"[63, 61, 65, 61, 60, 61, 61, 60, 61, 60, 64, 72, 68, 51, 72, 60, 63, 72, 63, 72, 60, 64, 72, 63]",24,[Fr][C][O][Fe][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch1][Branch2][=Branch1][Branch1][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch2][Ring2][=N][O][Fe][Branch1][Branch1][O][Ring2][Ring1][Ring1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring2][O][Ring2][Ring2][C][O][Ring2][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring2][Branch1][&&][bcg],"[34, 22, 48, 33, 48, 33, 20, 6, 48, 22, 20, 22, 34, 48, 54, 1, 21, 5, 20, 48, 22, 20, 22, 34, 48, 33, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 21, 55, 8, 48, 33, 20, 20, 48, 55, 54, 54, 20, 6, 48, 22, 20, 22, 34, 48, 54, 45, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 48, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 55, 48, 55, 55, 22, 48, 55, 54, 3, 48, 22, 20, 22, 34, 48, 55, 55, 20, 4, 68]",98,[F][C][N][C][Branch][C][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][F][pop][F][pop][Branch][FrH0][pop][F][.][Fr][C][O][Fe][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch1][Branch2][=Branch1][Branch1][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch2][Ring2][=N][O][Fe][Branch1][Branch1][O][Ring2][Ring1][Ring1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring2][O][Ring2][Ring2][C][O][Ring2][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring2][Branch1][&&][bcg],"[87, 75, 101, 75, 74, 75, 75, 74, 75, 74, 89, 148, 110, 57, 148, 74, 87, 148, 87, 148, 74, 89, 148, 87, 8, 90, 75, 104, 88, 104, 88, 72, 56, 104, 75, 72, 75, 90, 104, 110, 1, 73, 55, 72, 104, 75, 72, 75, 90, 104, 88, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 73, 111, 59, 104, 88, 72, 72, 104, 111, 110, 110, 72, 56, 104, 75, 72, 75, 90, 104, 110, 101, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 104, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 111, 104, 111, 111, 75, 104, 111, 110, 4, 104, 75, 72, 75, 90, 104, 111, 111, 72, 6, 125]",124,FC1NC(F)([Fr])CC(F)(F)C1[Fr]
683,eta_N315_edge77833,0.8445547570271119,[O][O][C][=C][N][Branch][:0methyl_amine][Ring1][C][Branch][FrH0][pop][Ring1][=Branch][pop][pop][FrH0],[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1],eta,"[66, 66, 61, 52, 65, 60, 16, 68, 61, 60, 64, 72, 68, 51, 72, 72, 64]",17,[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][eta],"[34, 22, 22, 7, 45, 20, 20, 22, 22, 11, 5, 23, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 4, 79]",35,[O][O][C][=C][N][Branch][:0methyl_amine][Ring1][C][Branch][FrH0][pop][Ring1][=Branch][pop][pop][FrH0][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][eta],"[104, 104, 75, 58, 101, 74, 20, 110, 75, 74, 89, 148, 110, 57, 148, 148, 89, 8, 90, 75, 75, 58, 101, 72, 72, 75, 75, 62, 55, 76, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 6, 136]",54,OOC1=CN([Fr])NCC1[Fr]
684,crb_N461_edge179361,0.7687009138543621,[S][:=1methyl_amine][Ring1][C][Branch][S][Branch][C][Branch][C][=S][pop][C][=S][pop][C][Branch][C][C][Branch][C][=S][pop][FrH0][pop][=C][S][pop][C][FrH0][pop],[O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N],crb,"[71, 50, 68, 61, 60, 71, 60, 61, 60, 61, 58, 72, 61, 58, 72, 61, 60, 61, 61, 60, 61, 58, 72, 64, 72, 52, 71, 72, 61, 64, 72]",31,[O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N][&&][crb],"[48, 7, 20, 22, 34, 48, 23, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 1, 48, 22, 20, 22, 34, 9, 48, 22, 20, 22, 34, 48, 54, 8, 4, 73]",35,[S][:=1methyl_amine][Ring1][C][Branch][S][Branch][C][Branch][C][=S][pop][C][=S][pop][C][Branch][C][C][Branch][C][=S][pop][FrH0][pop][=C][S][pop][C][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N][&&][crb],"[113, 54, 110, 75, 74, 113, 74, 75, 74, 75, 64, 148, 75, 64, 148, 75, 74, 75, 75, 74, 75, 64, 148, 89, 148, 58, 113, 148, 75, 89, 148, 8, 104, 58, 72, 75, 90, 104, 76, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 1, 104, 75, 72, 75, 90, 60, 104, 75, 72, 75, 90, 104, 110, 59, 6, 130]",68,S=CNC(C[Fr])[SH](C(=CS)CC([Fr])C=S)C(C=S)C=S
685,cag_N158_edge199017,0.8585369984036211,[P][C][=C][C][=C][C][=C][Branch][C][Branch][C][=Branch][=C][Branch][FrH0][pop][Ring1][N][pop][Ring1][=Branch][pop][P][pop][FrH0],[Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N],cag,"[67, 61, 52, 61, 52, 61, 52, 60, 61, 60, 61, 51, 52, 60, 64, 72, 68, 65, 72, 68, 51, 72, 67, 72, 64]",25,[Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N][&&][cag],"[34, 22, 22, 7, 45, 21, 55, 1, 47, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 22, 22, 12, 54, 45, 4, 71]",53,[P][C][=C][C][=C][C][=C][Branch][C][Branch][C][=Branch][=C][Branch][FrH0][pop][Ring1][N][pop][Ring1][=Branch][pop][P][pop][FrH0][.][Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N][&&][cag],"[105, 75, 58, 75, 58, 75, 58, 74, 75, 74, 75, 57, 58, 74, 89, 148, 110, 101, 148, 110, 57, 148, 105, 148, 89, 8, 90, 75, 75, 58, 101, 73, 111, 1, 103, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 75, 75, 63, 110, 101, 6, 128]",80,PC1=CC2=CC=C([Fr])C(P)C2=C1[Fr]
