MOFname,totalPOV_VF,edge_group_selfie,node_selfie,topo,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens
sxb_N598_edge24012,0.3335,[Br][C][=Branch][=C][C][Branch][C][Branch][C][Branch][FrH0][pop][Branch][Br][pop][Br][pop][Branch][Br][pop][Br][pop][Branch][Br][pop][Br][pop][FrH0],[Fr][C][=N][Cd][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1],sxb,"[59, 61, 51, 52, 61, 60, 61, 60, 61, 60, 64, 72, 60, 59, 72, 59, 72, 60, 59, 72, 59, 72, 60, 59, 72, 59, 72, 64]",28,[Fr][C][=N][Cd][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sxb],"[34, 22, 8, 23, 20, 55, 45, 7, 34, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 20, 55, 45, 7, 34, 20, 55, 45, 7, 34, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 4, 98]",45,[Br][C][=Branch][=C][C][Branch][C][Branch][C][Branch][FrH0][pop][Branch][Br][pop][Br][pop][Branch][Br][pop][Br][pop][Branch][Br][pop][Br][pop][FrH0][.][Fr][C][=N][Cd][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sxb],"[71, 75, 57, 58, 75, 74, 75, 74, 75, 74, 89, 148, 74, 71, 148, 71, 148, 74, 71, 148, 71, 148, 74, 71, 148, 71, 148, 89, 8, 90, 75, 59, 76, 72, 111, 101, 58, 90, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 72, 111, 101, 58, 90, 72, 111, 101, 58, 90, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 6, 156]",75
bnn_N543_edge105126,0.489,[N][=C][S][C][C][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][:1sulfonic_acid][pop][Branch][:1sulfonic_acid][pop][FrH0],[Fr][C][O][Ni][Branch2][Ring2][=N][O][C][Branch1][C][Fr][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][=N][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1],bnn,"[65, 52, 71, 61, 61, 60, 61, 60, 61, 60, 64, 72, 68, 51, 72, 32, 72, 60, 32, 72, 64]",21,[Fr][C][O][Ni][Branch2][Ring2][=N][O][C][Branch1][C][Fr][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][=N][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][bnn],"[34, 22, 48, 47, 21, 55, 8, 48, 22, 20, 22, 34, 48, 47, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 55, 48, 54, 8, 20, 48, 45, 22, 45, 20, 22, 34, 22, 7, 54, 5, 45, 22, 45, 20, 22, 34, 22, 7, 54, 5, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 48, 20, 48, 45, 22, 45, 20, 22, 34, 22, 7, 54, 5, 45, 22, 45, 20, 22, 34, 22, 7, 54, 5, 4, 70]",86,[N][=C][S][C][C][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][:1sulfonic_acid][pop][Branch][:1sulfonic_acid][pop][FrH0][.][Fr][C][O][Ni][Branch2][Ring2][=N][O][C][Branch1][C][Fr][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][=N][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][bnn],"[101, 58, 113, 75, 75, 74, 75, 74, 75, 74, 89, 148, 110, 57, 148, 36, 148, 74, 36, 148, 89, 8, 90, 75, 104, 103, 73, 111, 59, 104, 75, 72, 75, 90, 104, 103, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 111, 104, 110, 59, 72, 104, 101, 75, 101, 72, 75, 90, 75, 58, 110, 55, 101, 75, 101, 72, 75, 90, 75, 58, 110, 55, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 104, 72, 104, 101, 75, 101, 72, 75, 90, 75, 58, 110, 55, 101, 75, 101, 72, 75, 90, 75, 58, 110, 55, 6, 127]",109
sxb_N295_edge31733,0.5185,[:0benzenealcohol][Ring2][C][Branch][C][=C][Branch][C][O][FrH0][pop][Ring1][Ring1][pop][C][FrH0][pop],[Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ni][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1],sxb,"[10, 69, 61, 60, 61, 52, 60, 61, 66, 64, 72, 68, 68, 72, 61, 64, 72]",17,[Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ni][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sxb],"[34, 22, 7, 22, 45, 20, 20, 22, 7, 54, 5, 47, 47, 20, 6, 48, 22, 20, 22, 34, 48, 54, 5, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 22, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 4, 98]",67,[:0benzenealcohol][Ring2][C][Branch][C][=C][Branch][C][O][FrH0][pop][Ring1][Ring1][pop][C][FrH0][pop][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ni][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sxb],"[14, 111, 75, 74, 75, 58, 74, 75, 104, 89, 148, 110, 110, 148, 75, 89, 148, 8, 90, 75, 58, 75, 101, 72, 72, 75, 58, 110, 55, 103, 103, 72, 56, 104, 75, 72, 75, 90, 104, 110, 55, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 75, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 6, 156]",86
reo_N543_edge183772,0.5245,[FrH0][C][C][=C][C][=C][Branch][C][=Branch][=C][C][FrH0][pop][C][Branch][:0methyl][pop][=C][Branch][:0methyl][pop][Ring1][=N][pop][:0methyl],[Fr][C][O][Ni][Branch2][Ring2][=N][O][C][Branch1][C][Fr][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][=N][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1],reo,"[64, 61, 61, 52, 61, 52, 60, 61, 51, 52, 61, 64, 72, 61, 60, 15, 72, 52, 60, 15, 72, 68, 53, 72, 15]",25,[Fr][C][O][Ni][Branch2][Ring2][=N][O][C][Branch1][C][Fr][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][=N][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][reo],"[34, 22, 48, 47, 21, 55, 8, 48, 22, 20, 22, 34, 48, 47, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 55, 48, 54, 8, 20, 48, 45, 22, 45, 20, 22, 34, 22, 7, 54, 5, 45, 22, 45, 20, 22, 34, 22, 7, 54, 5, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 48, 20, 48, 45, 22, 45, 20, 22, 34, 22, 7, 54, 5, 45, 22, 45, 20, 22, 34, 22, 7, 54, 5, 4, 92]",86,[FrH0][C][C][=C][C][=C][Branch][C][=Branch][=C][C][FrH0][pop][C][Branch][:0methyl][pop][=C][Branch][:0methyl][pop][Ring1][=N][pop][:0methyl][.][Fr][C][O][Ni][Branch2][Ring2][=N][O][C][Branch1][C][Fr][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][=N][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][reo],"[89, 75, 75, 58, 75, 58, 74, 75, 57, 58, 75, 89, 148, 75, 74, 19, 148, 58, 74, 19, 148, 110, 59, 148, 19, 8, 90, 75, 104, 103, 73, 111, 59, 104, 75, 72, 75, 90, 104, 103, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 111, 104, 110, 59, 72, 104, 101, 75, 101, 72, 75, 90, 75, 58, 110, 55, 101, 75, 101, 72, 75, 90, 75, 58, 110, 55, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 104, 72, 104, 101, 75, 101, 72, 75, 90, 75, 58, 110, 55, 101, 75, 101, 72, 75, 90, 75, 58, 110, 55, 6, 150]",113
hex_N372_edge57269,0.2975,[FrH0][C][C][C][Branch][C][Branch][FrH0][pop][N][Branch][O][C][pop][C][Ring1][N][pop][O][C],[Fr][C][O][Co][Branch1][Ring2][O][Ring1][Ring2][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1],hex,"[64, 61, 61, 61, 60, 61, 60, 64, 72, 65, 60, 66, 61, 72, 61, 68, 65, 72, 66, 61]",20,[Fr][C][O][Co][Branch1][Ring2][O][Ring1][Ring2][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][hex],"[34, 22, 48, 26, 20, 55, 48, 54, 55, 21, 20, 55, 48, 22, 20, 22, 34, 48, 26, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 3, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 20, 45, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 4, 82]",89,[FrH0][C][C][C][Branch][C][Branch][FrH0][pop][N][Branch][O][C][pop][C][Ring1][N][pop][O][C][.][Fr][C][O][Co][Branch1][Ring2][O][Ring1][Ring2][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][hex],"[89, 75, 75, 75, 74, 75, 74, 89, 148, 101, 74, 104, 75, 148, 75, 110, 101, 148, 104, 75, 8, 90, 75, 104, 80, 72, 111, 104, 110, 111, 73, 72, 111, 104, 75, 72, 75, 90, 104, 80, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 4, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 72, 101, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 6, 139]",111
gis_N393_edge32758,0.7985,[Cl][C][Branch][C][Branch][O][FrH0][pop][Cl][pop][=C][C][Branch][C][FrH0][pop][Branch][Cl][pop][Cl],[Fr][C][Ge][S][Ge][Branch2][Ring1][#Branch2][S][Ge][Branch1][Ring1][C][Fr][Branch1][#C][S][Ge][Branch1][Ring1][C][Fr][Branch1][Ring2][S][Ring1][#Branch2][S][Ring1][=N][S][Ring1][=C][C][Fr],gis,"[62, 61, 60, 61, 60, 66, 64, 72, 62, 72, 52, 61, 60, 61, 64, 72, 60, 62, 72, 62]",20,[Fr][C][Ge][S][Ge][Branch2][Ring1][#Branch2][S][Ge][Branch1][Ring1][C][Fr][Branch1][#C][S][Ge][Branch1][Ring1][C][Fr][Branch1][Ring2][S][Ring1][#Branch2][S][Ring1][=N][S][Ring1][=C][C][Fr][&&][gis],"[34, 22, 36, 56, 36, 21, 54, 2, 56, 36, 20, 54, 22, 34, 20, 3, 56, 36, 20, 54, 22, 34, 20, 55, 56, 54, 2, 56, 54, 8, 56, 54, 7, 22, 34, 4, 80]",37,[Cl][C][Branch][C][Branch][O][FrH0][pop][Cl][pop][=C][C][Branch][C][FrH0][pop][Branch][Cl][pop][Cl][.][Fr][C][Ge][S][Ge][Branch2][Ring1][#Branch2][S][Ge][Branch1][Ring1][C][Fr][Branch1][#C][S][Ge][Branch1][Ring1][C][Fr][Branch1][Ring2][S][Ring1][#Branch2][S][Ring1][=N][S][Ring1][=C][C][Fr][&&][gis],"[79, 75, 74, 75, 74, 104, 89, 148, 79, 148, 58, 75, 74, 75, 89, 148, 74, 79, 148, 79, 8, 90, 75, 92, 113, 92, 73, 110, 2, 113, 92, 72, 110, 75, 90, 72, 4, 113, 92, 72, 110, 75, 90, 72, 111, 113, 110, 2, 113, 110, 59, 113, 110, 58, 75, 90, 6, 137]",59
pcu_N173_edge121178,0.519,[FrH0][C][=C][Branch][C][Branch][N][C][Branch][:1alkyne][pop][Branch][:1alkyne][pop][FrH0][pop][Branch][:1alkyne][pop][N][=C][Ring1][P][pop][:1alkyne],[Fr][C][O][Gd][Branch1][Ring2][O][Ring1][Ring2][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1],pcu,"[64, 61, 52, 60, 61, 60, 65, 61, 60, 23, 72, 60, 23, 72, 64, 72, 60, 23, 72, 65, 52, 68, 67, 72, 23]",25,[Fr][C][O][Gd][Branch1][Ring2][O][Ring1][Ring2][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][pcu],"[34, 22, 48, 35, 20, 55, 48, 54, 55, 48, 22, 20, 22, 34, 48, 35, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 3, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 54, 48, 22, 20, 22, 34, 48, 55, 54, 1, 4, 90]",58,[FrH0][C][=C][Branch][C][Branch][N][C][Branch][:1alkyne][pop][Branch][:1alkyne][pop][FrH0][pop][Branch][:1alkyne][pop][N][=C][Ring1][P][pop][:1alkyne][.][Fr][C][O][Gd][Branch1][Ring2][O][Ring1][Ring2][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][&&][pcu],"[89, 75, 58, 74, 75, 74, 101, 75, 74, 27, 148, 74, 27, 148, 89, 148, 74, 27, 148, 101, 58, 110, 105, 148, 27, 8, 90, 75, 104, 91, 72, 111, 104, 110, 111, 104, 75, 72, 75, 90, 104, 91, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 4, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 110, 104, 75, 72, 75, 90, 104, 111, 110, 1, 6, 147]",85
nbo_N555_edge67800,0.6255,[FrH0][N][N][C][Branch][N][=C][Branch][:1imidazole][pop][Ring1][Branch][pop][Branch][:1imidazole][pop][FrH0],[O][=C][Branch1][C][Fr][O][Tb][Branch2][Ring2][C][O][C][Branch1][C][Fr][O][Tb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1],nbo,"[64, 65, 65, 61, 60, 65, 52, 60, 28, 72, 68, 60, 72, 60, 28, 72, 64]",17,[O][=C][Branch1][C][Fr][O][Tb][Branch2][Ring2][C][O][C][Branch1][C][Fr][O][Tb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][nbo],"[48, 7, 20, 22, 34, 48, 60, 21, 55, 22, 48, 22, 20, 22, 34, 48, 60, 20, 1, 48, 22, 20, 22, 34, 9, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 48, 22, 20, 22, 34, 48, 54, 8, 48, 22, 20, 22, 34, 48, 55, 54, 5, 4, 88]",54,[FrH0][N][N][C][Branch][N][=C][Branch][:1imidazole][pop][Ring1][Branch][pop][Branch][:1imidazole][pop][FrH0][.][O][=C][Branch1][C][Fr][O][Tb][Branch2][Ring2][C][O][C][Branch1][C][Fr][O][Tb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][nbo],"[89, 101, 101, 75, 74, 101, 58, 74, 32, 148, 110, 74, 148, 74, 32, 148, 89, 8, 104, 58, 72, 75, 90, 104, 117, 73, 111, 75, 104, 75, 72, 75, 90, 104, 117, 72, 1, 104, 75, 72, 75, 90, 60, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 104, 75, 72, 75, 90, 104, 110, 59, 104, 75, 72, 75, 90, 104, 111, 110, 55, 6, 145]",73
lvt_N581_edge122179,0.482,[FrH0][C][S][C][Branch][C][Branch][FrH0][pop][Branch][C][pop][C][=C][Ring1][O][pop][:=0methyl_amine],[O][Zn][Branch2][Ring1][O][O][C][Branch1][C][Fr][O][Zn][Branch1][C][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O],lvt,"[64, 61, 71, 61, 60, 61, 60, 64, 72, 60, 61, 72, 61, 52, 68, 66, 72, 49]",18,[O][Zn][Branch2][Ring1][O][O][C][Branch1][C][Fr][O][Zn][Branch1][C][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][lvt],"[48, 65, 21, 54, 48, 48, 22, 20, 22, 34, 48, 65, 20, 22, 48, 20, 6, 48, 22, 20, 22, 34, 48, 54, 48, 48, 22, 20, 22, 34, 9, 48, 22, 20, 22, 34, 9, 4, 86]",39,[FrH0][C][S][C][Branch][C][Branch][FrH0][pop][Branch][C][pop][C][=C][Ring1][O][pop][:=0methyl_amine][.][O][Zn][Branch2][Ring1][O][O][C][Branch1][C][Fr][O][Zn][Branch1][C][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][lvt],"[89, 75, 113, 75, 74, 75, 74, 89, 148, 74, 75, 148, 75, 58, 110, 104, 148, 53, 8, 104, 122, 73, 110, 104, 104, 75, 72, 75, 90, 104, 122, 72, 75, 104, 72, 56, 104, 75, 72, 75, 90, 104, 110, 104, 104, 75, 72, 75, 90, 60, 104, 75, 72, 75, 90, 60, 6, 143]",59
pcu_N555_edge30183,0.3795,[O][O][C][Branch][N][C][Branch][C][Branch][S][Ring1][Branch][pop][Branch][O][O][pop][O][O][pop][FrH0][pop][FrH0],[O][=C][Branch1][C][Fr][O][Tb][Branch2][Ring2][C][O][C][Branch1][C][Fr][O][Tb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1],pcu,"[66, 66, 61, 60, 65, 61, 60, 61, 60, 71, 68, 60, 72, 60, 66, 66, 72, 66, 66, 72, 64, 72, 64]",23,[O][=C][Branch1][C][Fr][O][Tb][Branch2][Ring2][C][O][C][Branch1][C][Fr][O][Tb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][pcu],"[48, 7, 20, 22, 34, 48, 60, 21, 55, 22, 48, 22, 20, 22, 34, 48, 60, 20, 1, 48, 22, 20, 22, 34, 9, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 48, 22, 20, 22, 34, 48, 54, 8, 48, 22, 20, 22, 34, 48, 55, 54, 5, 4, 90]",54,[O][O][C][Branch][N][C][Branch][C][Branch][S][Ring1][Branch][pop][Branch][O][O][pop][O][O][pop][FrH0][pop][FrH0][.][O][=C][Branch1][C][Fr][O][Tb][Branch2][Ring2][C][O][C][Branch1][C][Fr][O][Tb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][pcu],"[104, 104, 75, 74, 101, 75, 74, 75, 74, 113, 110, 74, 148, 74, 104, 104, 148, 104, 104, 148, 89, 148, 89, 8, 104, 58, 72, 75, 90, 104, 117, 73, 111, 75, 104, 75, 72, 75, 90, 104, 117, 72, 1, 104, 75, 72, 75, 90, 60, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 104, 75, 72, 75, 90, 104, 110, 59, 104, 75, 72, 75, 90, 104, 111, 110, 55, 6, 147]",79
