MOFname,edge_group_selfie,node_selfie,topo,cp,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens
pcu_N613_edge92927,[:0benzenealcohol][Ring2][C][Branch][O][O][O][FrH0][pop][Branch][O][C][=C][C][FrH0][pop][O][pop],[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Ni][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1],pcu,1.028098647,"[10, 69, 61, 60, 66, 66, 66, 64, 72, 60, 66, 61, 52, 61, 64, 72, 66, 72]",18,[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Ni][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][pcu],"[34, 22, 22, 7, 45, 20, 20, 22, 22, 11, 5, 47, 20, 55, 45, 7, 34, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 55, 45, 7, 34, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 4, 90]",61,[:0benzenealcohol][Ring2][C][Branch][O][O][O][FrH0][pop][Branch][O][C][=C][C][FrH0][pop][O][pop][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Ni][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][pcu],"[14, 111, 75, 74, 104, 104, 104, 89, 148, 74, 104, 75, 58, 75, 89, 148, 104, 148, 8, 90, 75, 75, 58, 101, 72, 72, 75, 75, 62, 55, 103, 72, 111, 101, 58, 90, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 111, 101, 58, 90, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 6, 147]",81
cds_N494_edge154448,[O][C][Branch][C][=C][C][=Branch][=C][Ring1][Ring2][pop][C][Branch][C][Branch][O][FrH0][pop][Branch][O][pop][O][pop][O][pop][C][FrH0],[Fr][C][Branch1][C][C][O][Mn][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][O][C][Branch1][C][Fr][C],cds,1.083942171,"[66, 61, 60, 61, 52, 61, 51, 52, 68, 69, 72, 61, 60, 61, 60, 66, 64, 72, 60, 66, 72, 66, 72, 66, 72, 61, 64]",27,[Fr][C][Branch1][C][C][O][Mn][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][O][C][Branch1][C][Fr][C][&&][cds],"[34, 22, 20, 22, 22, 48, 43, 20, 1, 48, 22, 20, 22, 34, 22, 20, 1, 48, 22, 20, 22, 34, 22, 20, 1, 48, 22, 20, 22, 34, 22, 20, 1, 48, 22, 20, 22, 34, 22, 48, 22, 20, 22, 34, 22, 4, 72]",47,[O][C][Branch][C][=C][C][=Branch][=C][Ring1][Ring2][pop][C][Branch][C][Branch][O][FrH0][pop][Branch][O][pop][O][pop][O][pop][C][FrH0][.][Fr][C][Branch1][C][C][O][Mn][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][O][C][Branch1][C][Fr][C][&&][cds],"[104, 75, 74, 75, 58, 75, 57, 58, 110, 111, 148, 75, 74, 75, 74, 104, 89, 148, 74, 104, 148, 104, 148, 104, 148, 75, 89, 8, 90, 75, 72, 75, 75, 104, 99, 72, 1, 104, 75, 72, 75, 90, 75, 72, 1, 104, 75, 72, 75, 90, 75, 72, 1, 104, 75, 72, 75, 90, 75, 72, 1, 104, 75, 72, 75, 90, 75, 104, 75, 72, 75, 90, 75, 6, 129]",76
cds_N174_edge47617,[FrH0][N][:0methyl_amine][Ring1][C][Branch][N][N][Ring1][=Branch][pop][Branch][:2pyridine][pop][FrH0][pop],[Fr][C][C][=C][C][=C][N][Ring1][Branch1][Ni][N][C][=Ring1][=Branch2][C][=C][C][Ring1][Branch1][=C][Branch1][C][Fr][C][N][Ring1][#Branch2][C][Branch2][Ring1][Branch1][C][Branch1][C][Fr][C][N][Ring1][#C][C][Branch1][Branch1][C][C][=Ring1][Branch1][=C][Ring2][Ring1][Branch1][Fr][=C][C][=Ring1][=C],cds,0.884909373,"[64, 65, 16, 68, 61, 60, 65, 65, 68, 51, 72, 60, 36, 72, 64, 72]",16,[Fr][C][C][=C][C][=C][N][Ring1][Branch1][Ni][N][C][=Ring1][=Branch2][C][=C][C][Ring1][Branch1][=C][Branch1][C][Fr][C][N][Ring1][#Branch2][C][Branch2][Ring1][Branch1][C][Branch1][C][Fr][C][N][Ring1][#C][C][Branch1][Branch1][C][C][=Ring1][Branch1][=C][Ring2][Ring1][Branch1][Fr][=C][C][=Ring1][=C][&&][cds],"[34, 22, 22, 7, 22, 7, 45, 54, 20, 47, 45, 22, 11, 6, 22, 7, 22, 54, 20, 7, 20, 22, 34, 22, 45, 54, 2, 22, 21, 54, 20, 22, 20, 22, 34, 22, 45, 54, 3, 22, 20, 20, 22, 22, 11, 20, 7, 55, 54, 20, 34, 7, 22, 11, 7, 4, 72]",57,[FrH0][N][:0methyl_amine][Ring1][C][Branch][N][N][Ring1][=Branch][pop][Branch][:2pyridine][pop][FrH0][pop][.][Fr][C][C][=C][C][=C][N][Ring1][Branch1][Ni][N][C][=Ring1][=Branch2][C][=C][C][Ring1][Branch1][=C][Branch1][C][Fr][C][N][Ring1][#Branch2][C][Branch2][Ring1][Branch1][C][Branch1][C][Fr][C][N][Ring1][#C][C][Branch1][Branch1][C][C][=Ring1][Branch1][=C][Ring2][Ring1][Branch1][Fr][=C][C][=Ring1][=C][&&][cds],"[89, 101, 20, 110, 75, 74, 101, 101, 110, 57, 148, 74, 40, 148, 89, 148, 8, 90, 75, 75, 58, 75, 58, 101, 110, 72, 103, 101, 75, 62, 56, 75, 58, 75, 110, 72, 58, 72, 75, 90, 75, 101, 110, 2, 75, 73, 110, 72, 75, 72, 75, 90, 75, 101, 110, 4, 75, 72, 72, 75, 75, 62, 72, 58, 111, 110, 72, 90, 58, 75, 62, 58, 6, 129]",75
cds_N257_edge55077,[FrH0][C][C][C][Branch][C][=Branch][=N][Ring1][Branch][pop][:1imidazole][pop][Branch][:1imidazole][pop][FrH0],[Fr][C][O][Zn][Branch2][Ring1][Branch1][O][C][Branch1][C][Fr][O][Zn][Branch1][Ring2][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring1][#C],cds,0.824020711,"[64, 61, 61, 61, 60, 61, 51, 53, 68, 60, 72, 28, 72, 60, 28, 72, 64]",17,[Fr][C][O][Zn][Branch2][Ring1][Branch1][O][C][Branch1][C][Fr][O][Zn][Branch1][Ring2][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring1][#C][&&][cds],"[34, 22, 48, 65, 21, 54, 20, 48, 22, 20, 22, 34, 48, 65, 20, 55, 48, 54, 6, 48, 22, 20, 22, 34, 48, 54, 5, 48, 22, 20, 22, 34, 48, 54, 3, 4, 72]",37,[FrH0][C][C][C][Branch][C][=Branch][=N][Ring1][Branch][pop][:1imidazole][pop][Branch][:1imidazole][pop][FrH0][.][Fr][C][O][Zn][Branch2][Ring1][Branch1][O][C][Branch1][C][Fr][O][Zn][Branch1][Ring2][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring1][#C][&&][cds],"[89, 75, 75, 75, 74, 75, 57, 59, 110, 74, 148, 32, 148, 74, 32, 148, 89, 8, 90, 75, 104, 122, 73, 110, 72, 104, 75, 72, 75, 90, 104, 122, 72, 111, 104, 110, 56, 104, 75, 72, 75, 90, 104, 110, 55, 104, 75, 72, 75, 90, 104, 110, 4, 6, 129]",56
crb_N164_edge168268,[:0carboxylic_acid][Ring1][C][=C][S][C][=C][Branch][C][=C][Branch][C][=Branch][=C][Branch][:1carboxylic_acid][pop][Ring1][N][pop][FrH0][pop][Ring1][=Branch][pop][FrH0][pop],[Fr][C][O][In][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C],crb,0.771481652,"[12, 68, 61, 52, 71, 61, 52, 60, 61, 52, 60, 61, 51, 52, 60, 27, 72, 68, 65, 72, 64, 72, 68, 51, 72, 64, 72]",27,[Fr][C][O][In][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][crb],"[34, 22, 48, 39, 20, 55, 48, 54, 55, 20, 6, 48, 22, 20, 22, 34, 48, 54, 5, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 48, 22, 20, 22, 34, 48, 54, 7, 4, 73]",39,[:0carboxylic_acid][Ring1][C][=C][S][C][=C][Branch][C][=C][Branch][C][=Branch][=C][Branch][:1carboxylic_acid][pop][Ring1][N][pop][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][.][Fr][C][O][In][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][crb],"[16, 110, 75, 58, 113, 75, 58, 74, 75, 58, 74, 75, 57, 58, 74, 31, 148, 110, 101, 148, 89, 148, 110, 57, 148, 89, 148, 8, 90, 75, 104, 95, 72, 111, 104, 110, 111, 72, 56, 104, 75, 72, 75, 90, 104, 110, 55, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 104, 75, 72, 75, 90, 104, 110, 58, 6, 130]",68
hex_N337_edge2896,[:0nitrile][C][C][C][=C][Branch][C][Branch][C][=C][Branch][C][Branch][C][Branch][:0isocyanate][pop][Ring1][O][pop][Ring1][=Branch][pop][FrH0][pop][:=0amide][pop][FrH0][pop],[O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O],hex,0.739853716,"[17, 61, 61, 61, 52, 60, 61, 60, 61, 52, 60, 61, 60, 61, 60, 14, 72, 68, 66, 72, 68, 51, 72, 64, 72, 48, 72, 64, 72]",29,[O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][hex],"[48, 7, 20, 22, 34, 48, 41, 20, 1, 48, 22, 20, 22, 34, 9, 48, 22, 20, 22, 34, 48, 41, 20, 1, 48, 22, 20, 22, 34, 9, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 22, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 5, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 2, 48, 22, 20, 22, 34, 9, 4, 82]",71,[:0nitrile][C][C][C][=C][Branch][C][Branch][C][=C][Branch][C][Branch][C][Branch][:0isocyanate][pop][Ring1][O][pop][Ring1][=Branch][pop][FrH0][pop][:=0amide][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][hex],"[21, 75, 75, 75, 58, 74, 75, 74, 75, 58, 74, 75, 74, 75, 74, 18, 148, 110, 104, 148, 110, 57, 148, 89, 148, 52, 148, 89, 148, 8, 104, 58, 72, 75, 90, 104, 97, 72, 1, 104, 75, 72, 75, 90, 60, 104, 75, 72, 75, 90, 104, 97, 72, 1, 104, 75, 72, 75, 90, 60, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 75, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 55, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 2, 104, 75, 72, 75, 90, 60, 6, 139]",102
unc_N461_edge86109,[:0sulfonic_acid][Ring1][C][C][N][Branch][:1methyl_amine][Ring1][C][Branch][N][Ring1][#Branch][pop][FrH0][pop][pop][FrH0][pop],[O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N],unc,0.840268825,"[22, 68, 61, 61, 65, 60, 29, 68, 61, 60, 65, 68, 1, 72, 64, 72, 72, 64, 72]",19,[O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N][&&][unc],"[48, 7, 20, 22, 34, 48, 23, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 1, 48, 22, 20, 22, 34, 9, 48, 22, 20, 22, 34, 48, 54, 8, 4, 100]",35,[:0sulfonic_acid][Ring1][C][C][N][Branch][:1methyl_amine][Ring1][C][Branch][N][Ring1][#Branch][pop][FrH0][pop][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N][&&][unc],"[26, 110, 75, 75, 101, 74, 33, 110, 75, 74, 101, 110, 3, 148, 89, 148, 148, 89, 148, 8, 104, 58, 72, 75, 90, 104, 76, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 1, 104, 75, 72, 75, 90, 60, 104, 75, 72, 75, 90, 104, 110, 59, 6, 158]",56
sxb_N591_edge188804,[:0alkene][C][:0benzene][Ring1][FrH0][pop][Branch][N][N][C][Branch][:0alkene][pop][Branch][FrH0][pop][Ring1][Ring1][pop][Ring1][:0alkene][pop][pop],[O][=C][Branch1][C][Fr][O][Mn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2],sxb,0.945109452,"[7, 61, 9, 68, 64, 72, 60, 65, 65, 61, 60, 7, 72, 60, 64, 72, 68, 68, 72, 68, 7, 72, 72]",23,[O][=C][Branch1][C][Fr][O][Mn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][&&][sxb],"[48, 7, 20, 22, 34, 48, 43, 20, 1, 48, 22, 20, 22, 34, 9, 20, 3, 45, 22, 7, 20, 22, 34, 22, 7, 20, 22, 34, 22, 54, 21, 45, 22, 7, 20, 22, 34, 22, 7, 20, 22, 34, 22, 54, 21, 4, 98]",47,[:0alkene][C][:0benzene][Ring1][FrH0][pop][Branch][N][N][C][Branch][:0alkene][pop][Branch][FrH0][pop][Ring1][Ring1][pop][Ring1][:0alkene][pop][pop][.][O][=C][Branch1][C][Fr][O][Mn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][N][C][=C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][&&][sxb],"[11, 75, 13, 110, 89, 148, 74, 101, 101, 75, 74, 11, 148, 74, 89, 148, 110, 110, 148, 110, 11, 148, 148, 8, 104, 58, 72, 75, 90, 104, 99, 72, 1, 104, 75, 72, 75, 90, 60, 72, 4, 101, 75, 58, 72, 75, 90, 75, 58, 72, 75, 90, 75, 110, 73, 101, 75, 58, 72, 75, 90, 75, 58, 72, 75, 90, 75, 110, 73, 6, 156]",72
bnn_N572_edge212736,[O][C][=C][C][=C][Branch][C][C][=Branch][=C][Branch][C][=C][C][Branch][FrH0][pop][Ring1][=N][pop][Ring1][Branch][pop][FrH0][pop][O],[O][=C][Branch1][C][Fr][O][Sm][Branch1][C][O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O],bnn,0.851621504,"[66, 61, 52, 61, 52, 60, 61, 61, 51, 52, 60, 61, 52, 61, 60, 64, 72, 68, 53, 72, 68, 60, 72, 64, 72, 66]",26,[O][=C][Branch1][C][Fr][O][Sm][Branch1][C][O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][bnn],"[48, 7, 20, 22, 34, 48, 59, 20, 22, 48, 20, 1, 48, 22, 20, 22, 34, 9, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 48, 22, 20, 22, 34, 9, 4, 70]",46,[O][C][=C][C][=C][Branch][C][C][=Branch][=C][Branch][C][=C][C][Branch][FrH0][pop][Ring1][=N][pop][Ring1][Branch][pop][FrH0][pop][O][.][O][=C][Branch1][C][Fr][O][Sm][Branch1][C][O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][bnn],"[104, 75, 58, 75, 58, 74, 75, 75, 57, 58, 74, 75, 58, 75, 74, 89, 148, 110, 59, 148, 110, 74, 148, 89, 148, 104, 8, 104, 58, 72, 75, 90, 104, 116, 72, 75, 104, 72, 1, 104, 75, 72, 75, 90, 60, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 104, 75, 72, 75, 90, 60, 6, 127]",74
pcu_N425_edge30110,[:0sulfonic_acid][Ring1][C][S][C][Branch][N][C][Branch][FrH0][pop][Ring1][Branch][pop][Branch][:1sulfonic_acid][pop][FrH0][pop],[Fr][C][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][Ring2][O][Ring1][P][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring1][=C],pcu,0.684359497,"[22, 68, 61, 71, 61, 60, 65, 61, 60, 64, 72, 68, 60, 72, 60, 32, 72, 64, 72]",19,[Fr][C][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][Ring2][O][Ring1][P][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring1][=C][&&][pcu],"[34, 22, 48, 51, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 48, 22, 20, 22, 34, 48, 51, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 20, 55, 48, 54, 49, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 54, 48, 22, 20, 22, 34, 48, 54, 7, 4, 90]",57,[:0sulfonic_acid][Ring1][C][S][C][Branch][N][C][Branch][FrH0][pop][Ring1][Branch][pop][Branch][:1sulfonic_acid][pop][FrH0][pop][.][Fr][C][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Pr][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][Ring2][O][Ring1][P][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][C][Branch1][C][Fr][O][Ring1][=C][&&][pcu],"[26, 110, 75, 113, 75, 74, 101, 75, 74, 89, 148, 110, 74, 148, 74, 36, 148, 89, 148, 8, 90, 75, 104, 107, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 104, 75, 72, 75, 90, 104, 107, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 72, 111, 104, 110, 105, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 110, 104, 75, 72, 75, 90, 104, 110, 58, 6, 147]",78
lcy_N328_edge34984,[:0sulfonic_acid][Ring1][C][C][Branch][N][Branch][N][Branch][N][Branch][:1sulfonic_acid][pop][Ring1][Branch][pop][FrH0][pop][:1sulfonic_acid][pop][FrH0][pop],[Fr][C][=C][N][Zn][Branch2][Ring1][O][N][C][Branch1][=C][C][N][Ring1][Branch1][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][#Branch2][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][Ring2][Ring1][Branch2][=C][C][Ring2][Ring1][N][N][C][Branch1][#C][C][N][Ring2][Ring1][=N][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C],lcy,0.859859194,"[22, 68, 61, 61, 60, 65, 60, 65, 60, 65, 60, 32, 72, 68, 60, 72, 64, 72, 32, 72, 64, 72]",22,[Fr][C][=C][N][Zn][Branch2][Ring1][O][N][C][Branch1][=C][C][N][Ring1][Branch1][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][#Branch2][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][Ring2][Ring1][Branch2][=C][C][Ring2][Ring1][N][N][C][Branch1][#C][C][N][Ring2][Ring1][=N][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][lcy],"[34, 22, 7, 45, 65, 21, 54, 48, 45, 22, 20, 7, 22, 45, 54, 20, 22, 7, 20, 22, 34, 22, 22, 11, 1, 7, 22, 22, 20, 22, 34, 7, 54, 7, 21, 54, 1, 45, 22, 5, 2, 7, 22, 22, 20, 22, 34, 7, 54, 1, 22, 55, 54, 21, 7, 22, 55, 54, 45, 45, 22, 20, 3, 22, 45, 55, 54, 8, 22, 7, 20, 22, 34, 22, 22, 11, 1, 7, 22, 22, 20, 22, 34, 7, 54, 7, 4, 83]",88,[:0sulfonic_acid][Ring1][C][C][Branch][N][Branch][N][Branch][N][Branch][:1sulfonic_acid][pop][Ring1][Branch][pop][FrH0][pop][:1sulfonic_acid][pop][FrH0][pop][.][Fr][C][=C][N][Zn][Branch2][Ring1][O][N][C][Branch1][=C][C][N][Ring1][Branch1][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][#Branch2][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][Ring2][Ring1][Branch2][=C][C][Ring2][Ring1][N][N][C][Branch1][#C][C][N][Ring2][Ring1][=N][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][lcy],"[26, 110, 75, 75, 74, 101, 74, 101, 74, 101, 74, 36, 148, 110, 74, 148, 89, 148, 36, 148, 89, 148, 8, 90, 75, 58, 101, 122, 73, 110, 104, 101, 75, 72, 58, 75, 101, 110, 72, 75, 58, 72, 75, 90, 75, 75, 62, 1, 58, 75, 75, 72, 75, 90, 58, 110, 58, 73, 110, 1, 101, 75, 55, 2, 58, 75, 75, 72, 75, 90, 58, 110, 1, 75, 111, 110, 73, 58, 75, 111, 110, 101, 101, 75, 72, 4, 75, 101, 111, 110, 59, 75, 58, 72, 75, 90, 75, 75, 62, 1, 58, 75, 75, 72, 75, 90, 58, 110, 58, 6, 140]",112
